match id,team1_avg_runs_last_5,team2_avg_runs_last_5,team1_bowler_economy_last_5,team2_bowler_economy_last_5,team1_wickets_last_5,team2_wickets_last_5,team1_boundaries_last_5,team2_boundaries_last_5,toss_win_impact,home_ground_advantage,team1_experience,team2_experience
8638034,,,,,0,0,0.0,0.0,1,0,6.181818181818182,17.363636363636363
8588005,,,,,0,0,0.0,0.0,1,0,22.90909090909091,24.0
8587837,,,,,0,0,0.0,0.0,0,0,18.0,12.833333333333334
8638041,,,,,0,0,0.0,0.0,1,0,6.090909090909091,3.1818181818181817
8587921,,,,,0,0,0.0,0.0,0,0,25.90909090909091,23.333333333333332
8638048,,,,,0,0,0.0,0.0,1,0,9.727272727272727,3.909090909090909
8587907,,,,,0,0,0.0,0.0,1,0,22.636363636363637,18.0
8587984,,,,,0,0,0.0,0.0,0,0,30.90909090909091,21.0
8638055,,,,,0,0,0.0,0.0,1,0,4.090909090909091,6.090909090909091
8588166,,,,,0,0,0.0,0.0,0,0,23.09090909090909,25.90909090909091
8587970,,,,,0,0,0.0,0.0,0,0,23.5,15.583333333333334
8587844,,,,,0,0,0.0,0.0,1,0,22.09090909090909,18.272727272727273
8587816,,,,,0,0,0.0,0.0,0,0,30.90909090909091,16.166666666666668
8587858,,,,,0,0,0.0,0.0,0,0,17.0,25.09090909090909
8588110,,,,,0,0,0.0,0.0,0,0,23.727272727272727,23.75
8638062,,,,,0,0,0.0,0.0,0,0,4.7272727272727275,3.1818181818181817
8587795,,,,,0,0,0.0,0.0,0,0,22.09090909090909,18.727272727272727
8588159,,,,,0,0,0.0,0.0,0,0,30.90909090909091,23.727272727272727
8638069,,,,,0,0,0.0,0.0,0,0,17.363636363636363,8.090909090909092
8710211,,,,,0,0,0.0,0.0,0,0,4.818181818181818,0.8181818181818182
8638076,,,,,0,0,0.0,0.0,1,0,4.7272727272727275,9.272727272727273
8710204,,,,,0,0,0.0,0.0,0,0,2.090909090909091,1.4545454545454546
8710162,,,,,0,0,0.0,0.0,1,0,7.090909090909091,6.909090909090909
8710169,,,,,0,0,0.0,0.0,1,0,0.7272727272727273,1.6363636363636365
8710155,,,,,0,0,0.0,0.0,0,0,4.909090909090909,2.4545454545454546
8710183,,,,,0,0,0.0,0.0,0,0,9.818181818181818,5.636363636363637
8710190,,,,,0,0,0.0,0.0,0,0,3.5454545454545454,0.8181818181818182
8710197,,,,,0,0,0.0,0.0,0,0,5.2727272727272725,8.363636363636363
8710176,,,,,0,0,0.0,0.0,1,0,0.2727272727272727,3.090909090909091
8587998,,,,,0,0,0.0,0.0,1,0,17.0,17.0
8638083,,,,,0,0,0.0,0.0,1,0,9.272727272727273,12.0
8710232,,,,,0,0,0.0,0.0,0,0,6.090909090909091,1.3636363636363635
8710239,,,,,0,0,0.0,0.0,1,0,4.545454545454546,4.0
8710225,,,,,0,0,0.0,0.0,1,0,3.5454545454545454,4.636363636363637
8710218,,,,,0,0,0.0,0.0,1,0,0.5454545454545454,2.909090909090909
8710253,,,,,0,0,0.0,0.0,0,0,2.272727272727273,6.454545454545454
8710267,,,,,0,0,0.0,0.0,1,0,1.0,1.2727272727272727
8710274,,,,,0,0,0.0,0.0,1,0,0.9090909090909091,0.45454545454545453
8710281,,,,,0,0,0.0,0.0,1,0,1.5454545454545454,0.7272727272727273
8710246,,,,,0,0,0.0,0.0,0,0,10.454545454545455,12.727272727272727
8588145,,,,,0,0,0.0,0.0,0,0,19.636363636363637,22.181818181818183
8588012,,,,,0,0,0.0,0.0,0,0,25.90909090909091,24.916666666666668
8710288,,,,,0,0,0.0,0.0,1,0,4.909090909090909,7.090909090909091
8710295,,,,,0,0,0.0,0.0,1,0,0.7272727272727273,2.3636363636363638
8710302,,,,,0,0,0.0,0.0,1,0,6.909090909090909,1.6363636363636365
8710323,,,,,0,0,0.0,0.0,1,0,3.5454545454545454,8.909090909090908
8710330,,,,,0,0,0.0,0.0,0,0,1.4545454545454546,8.363636363636363
8710337,,,,,0,0,0.0,0.0,0,0,5.2727272727272725,0.8181818181818182
8710344,,,,,0,0,0.0,0.0,1,0,2.090909090909091,4.818181818181818
8710414,,,,,0,0,0.0,0.0,0,0,0.45454545454545453,0.9090909090909091
8710407,,,,,0,0,0.0,0.0,0,0,0.7272727272727273,0.9090909090909091
8710400,,,,,0,0,0.0,0.0,1,0,1.1818181818181819,1.2727272727272727
8710393,,,,,0,0,0.0,0.0,0,0,1.0,1.3636363636363635
8710379,,,,,0,0,0.0,0.0,1,0,2.272727272727273,4.0
8710372,,,,,0,0,0.0,0.0,1,0,4.545454545454546,10.454545454545455
8710365,,,,,0,0,0.0,0.0,0,0,4.636363636363637,6.090909090909091
8710358,,,,,0,0,0.0,0.0,1,0,0.5454545454545454,1.3636363636363635
8710351,,,,,0,0,0.0,0.0,0,0,2.909090909090909,3.5454545454545454
8588040,,,,,0,0,0.0,0.0,1,0,23.90909090909091,17.181818181818183
8638090,,,,,0,0,0.0,0.0,0,0,3.1818181818181817,17.363636363636363
